trade_date,nav,val_300,val_500,val_bond,w_300,w_500,w_bond
2015-01-05,999624.2561983471,190713.43763916395,184889.180609248,624021.637949935,0.1907851239669421,0.18495867768595042,0.6242561983471074
2015-01-06,1002142.9161246571,190688.26346539558,187034.26488267648,624420.3877765851,0.19028050829596022,0.18663432318211506,0.6230851685219247
2015-01-07,1003357.4285610847,190831.27966299464,187320.24027368208,625205.908624408,0.19019272118876507,0.18669343041822906,0.6231138483930059
2015-01-08,997578.5831720834,186404.18480609285,185811.56305851784,625362.8353074727,0.1868566426249529,0.18626258240997656,0.6268807749650706
2015-01-09,996918.2938161355,185747.66926720578,184617.72376586686,626552.9007830628,0.1863218584907057,0.18518842006516176,0.6284897214441325
2015-01-12,994220.7930730459,184011.6715502345,181995.22899977272,628213.8925230387,0.1850812946503273,0.18305313092199776,0.6318655744276749
2015-01-13,998170.2110131867,184035.96109087914,184482.37579928362,629651.8741230239,0.18437332537110532,0.18482055842162018,0.6308061162072744
2015-01-14,997385.2204512365,183427.5382035127,183616.9689744092,630340.7132733145,0.18390841817420003,0.18409834556334945,0.6319932362624504
2015-01-15,1006979.5748582142,188753.5402027899,185982.32276873753,632243.7118866867,0.187445252034399,0.18469324245720117,0.6278615055083998
2015-01-16,1014413.6408351037,190378.33067685552,188408.4621692557,635626.8479889925,0.18767327548960094,0.18573139652790033,0.6265953279824987
2015-01-19,993588.3470530738,175714.82051313206,180277.50657587932,637596.0199640624,0.17684871308554712,0.18144084228702168,0.6417104446274312
2015-01-20,1002275.0984039096,177865.5699162128,186783.54151069623,637625.9869770006,0.17746182679731135,0.1863595551841435,0.6361786180185452
2015-01-21,1015425.6919501852,185860.80514951647,191534.00732193777,638030.879478731,0.18303732771677245,0.18862434626219213,0.6283383260210355
2015-01-22,1019253.5860923963,186841.59261829045,194212.0358123131,638199.9576617928,0.18331217585861218,0.19054339220613503,0.6261444319352528
2015-01-23,1017830.3016259363,187057.39465776458,192271.08072640485,638501.8262417668,0.18378053233328695,0.18890288530343496,0.627316582363278
2015-01-26,1024786.3657300225,188956.02721354092,196561.03307957237,639269.3054369093,0.18438577398415634,0.19180683862782372,0.62380738738802
2015-01-27,1024160.0368558213,187225.00104823767,197067.37430078533,639867.6615067982,0.1828083447026695,0.19241853539392495,0.6247731199034056
2015-01-28,1019981.980437499,184626.87970869127,195910.39174626544,639444.7089825423,0.18100994257712238,0.1920724047127126,0.626917652710165
2015-01-29,1015414.3209883054,182347.47625180776,194588.97615393688,638477.8685825607,0.17957938201455392,0.19163505195056035,0.6287855660348857
2015-01-30,1008322.5653026591,179864.63301516316,192251.76796135193,636206.1643261439,0.17838005337228055,0.19066494649323398,0.6309550001344854
2015-02-02,1004183.5102140468,175652.38317458105,191455.26888668805,637075.8581527777,0.17492060105342683,0.19065765065777507,0.634421748288798
2015-02-03,1013208.1918728948,180024.54664417953,194803.05571844065,638380.5895102746,0.17767774489802318,0.1922636011838309,0.6300586539181459
2015-02-04,1011476.5076597424,178156.0718745596,193985.46729359037,639334.9684915924,0.1761346610874434,0.19178445156617172,0.6320808873463849
2015-02-05,1009873.203493519,176332.4663228516,192985.2782242246,640555.4589464428,0.17460852086465253,0.19109852361327964,0.6342929555220679
2015-02-06,1005472.7226757128,173476.93836321932,188908.8501922943,643086.9341201992,0.17253271466337877,0.18788063159941296,0.6395866537372084
2015-02-09,1007073.4711157061,175231.4841178249,187891.38712515862,643950.5998727226,0.1740006952260308,0.18657167775157404,0.6394276270223952
2015-02-10,1008897.08829951,178427.3559251658,190476.20893783943,639993.5234365048,0.1768538714150757,0.1887964700729645,0.6343496585119599
2015-02-11,1015709.6304134084,179850.84937073677,192560.97104466407,643297.8099980075,0.1770691583356701,0.1895826969429137,0.6333481447214162
2015-02-12,1019245.8332632537,180309.1093349334,193911.01601265822,645025.7079156621,0.17690443605508727,0.19024950574664193,0.6328460581982709
2015-02-13,1024800.3295780756,181720.7493519166,196912.17680748613,646167.4034186729,0.17732307856178534,0.19214687107737133,0.6305300503608433
2015-02-16,1028060.3478582974,183273.91659662744,200340.41780570446,644446.0134559656,0.17827155475690906,0.19487223510085067,0.6268562101422404
2015-02-17,1032004.2858638358,184469.96217633705,201753.01809165246,645781.3055958464,0.17874922100922,0.19549629866389145,0.6257544803268886
2015-02-25,1029601.8977881062,182186.9619244427,201597.4665147038,645817.4693489597,0.1769489375610466,0.19580137424745975,0.6272496881914936
2015-02-26,1035148.5097679035,186772.97213000478,203748.30988494918,644627.2277529496,0.1804310882618014,0.19683002773257408,0.6227388840056246
2015-02-27,1037293.5280565387,187115.88730683547,205417.61978783653,644760.0209618666,0.1803885614300647,0.19803229677206668,0.6215791417978686
2015-03-02,1040977.8077541256,188604.39419036134,209558.63358513953,642814.7799786247,0.18118003360443288,0.20130941507509675,0.6175105513204704
2015-03-03,1035076.8399477758,183714.63666658202,208837.3327683395,642524.8705128543,0.17748888737173488,0.201760221761774,0.6207508908664912
2015-03-04,1039868.7789830316,184915.02810256148,211969.47508519905,642984.275795271,0.17782534858235116,0.20384252260415053,0.6183321288134982
2015-03-05,1036932.6192329777,183109.33285313996,211920.51013645437,641902.7762433834,0.17658749416966601,0.20437249846881336,0.6190400073615206
2015-03-06,1033201.0834446852,182175.84147425464,209327.87461544498,641697.3673549856,0.17632176775007016,0.2026012922068832,0.6210769400430466
2015-03-09,1036910.0356989771,185277.74952703677,212031.34411610346,639600.9420558368,0.1786825695077218,0.2044838383429995,0.6168335921492787
2015-03-10,1037431.9156244218,184380.07883057828,214224.17227695222,638827.6645168912,0.1777274017250582,0.20649468080805325,0.6157779174668885
2015-03-11,1040520.0042555261,184591.74716107576,213760.16271980034,642168.09437465,0.17740336217096367,0.20543589920958993,0.6171607386194464
2015-03-12,1044015.2270228972,188163.0436934011,213666.10824820364,642186.0750812924,0.18023017176671344,0.204658038233304,0.6151117899999825
2015-03-13,1047165.1369405922,189462.49767314774,216036.09272089275,641666.5465465517,0.18092895856586977,0.20630565810476262,0.6127653833293677
2015-03-16,1058009.3524808134,184408.40697372195,89974.51435559978,783626.4311514917,0.17429752066115703,0.08504132231404961,0.7406611570247934
2015-03-17,1062432.8431535386,186968.7332961451,91372.98823222888,784091.1216251646,0.17598169569116484,0.08600354254958213,0.738014761759253
2015-03-18,1068200.2686292888,191394.47018199816,92891.88141561323,783913.9170316774,0.1791747070309156,0.08696111033075454,0.7338641826383299
2015-03-19,1068651.9241349187,191080.20046195932,93642.91227685845,783928.811396101,0.17880490003013852,0.08762714047669268,0.7335679594931689
2015-03-20,1072351.4732879722,193709.46402031588,94587.76926173194,784054.2400059244,0.18063990104510877,0.08820593958034419,0.7311541593745471
2015-03-23,1079119.1682718745,197665.01127561074,96883.22524617564,784570.9317500882,0.1831725513616405,0.08977991318727717,0.7270475354510824
2015-03-24,1079561.0620101015,197714.0321984071,97283.15919999185,784563.8706117024,0.1831429820470471,0.09011362360444375,0.7267433943485091
2015-03-25,1079098.0245406805,196090.0091379294,98370.39578721096,784637.61961554,0.18171658614739414,0.09115983307362874,0.7271235807789771
2015-03-26,1078664.5414309802,196567.09613016195,97674.0317554333,784423.413545385,0.18223190675146483,0.09055088769846534,0.7272172055500699
2015-03-27,1080256.9523238987,197646.83918920494,98799.33427528763,783810.778859406,0.18296280228886094,0.09145910522746087,0.7255780924836781
2015-03-30,1083586.40776265,203443.42568894595,100035.70914440858,780107.2729292953,0.18775007164311758,0.09231908819432194,0.7199308401625604
2015-03-31,1076746.4809212713,201603.4833470151,100140.7466390102,775002.250935246,0.18723393753237239,0.0930030869971631,0.7197629754704645
2015-04-01,1085499.335126793,205220.8546487106,102524.19654976529,777754.2839283171,0.18905663781428253,0.0944488800979227,0.7164944820877948
2015-04-02,1088889.191936252,205264.7719116054,104386.95867687798,779237.4613477685,0.18850841153690362,0.09586554761486624,0.7156260408482301
2015-04-03,1091907.5710232211,207541.97929119275,106021.13651496451,778344.455217064,0.19007284572329342,0.09709717134355304,0.7128299829331537
2015-04-07,1098352.4157460798,211996.03770876102,108565.32572791413,777791.0523094047,0.1930127659115295,0.09884379928656029,0.7081434348019103
2015-04-08,1098121.7886245623,213775.53244928838,107802.00292272116,776544.2532525527,0.19467379179958724,0.09816944171351623,0.7071567664868965
2015-04-09,1096138.4407216427,212100.17360148331,106948.1032575703,777090.1638625892,0.19349761464605436,0.09756806192031822,0.7089343234336275
2015-04-10,1103505.7117516822,216194.55535268635,109792.81585611841,777518.3405428774,0.19591611810463905,0.09949456055087885,0.704589321344482
2015-04-13,1110029.9697848277,97563.37792282349,4128.2106314312,1008338.381230573,0.08789256198347108,0.0037190082644628308,0.9083884297520661
2015-04-14,1112098.041577056,97940.94819538483,4126.720347393254,1010030.373034278,0.08806862752540745,0.003710752283621676,0.9082206201909709
2015-04-15,1110368.243539815,96668.30351453401,3965.505890301989,1009734.434134979,0.087059679594545,0.003571343032704263,0.9093689773727507
2015-04-16,1119908.6694230882,99604.0232239669,4021.074524342791,1016283.5716747785,0.08893941617156789,0.003590537902000718,0.9074700459264313
2015-04-17,1121919.5815651598,101426.57764091904,4055.9734301395624,1016437.0304941013,0.09040449895653087,0.0036152086983642653,0.9059802923451049
2015-04-20,1123527.8077259052,99788.74126517348,3984.385499097599,1019754.680961634,0.08881733107002711,0.003546316763767743,0.9076363521662051
2015-04-21,1126356.9502998872,101934.69814608105,4123.0221925386995,1020299.2299612676,0.09049946211007213,0.003660493408808783,0.9058400444811191
2015-04-22,1131277.2772050188,104597.13052695854,4230.125940034277,1022450.0207380259,0.09245932242657663,0.003739247685134633,0.9038014298882887
2015-04-23,1130341.3319338907,104620.87407558816,4274.483040641477,1021445.9748176611,0.0925568862430194,0.003781586074826002,0.9036615276821546
2015-04-24,1127713.9861999925,103776.79286354632,4278.748974716037,1019658.4443617301,0.09202403635450009,0.0037941792219266047,0.9041817844235733
2015-04-27,1132850.1579201096,106092.77954988208,4326.482698277969,1022430.8956719496,0.09365120250736983,0.0038191129409570856,0.9025296845516732
2015-04-28,1132412.3280860444,104642.2790678761,4201.187759335839,1023568.8612588324,0.09240651701905972,0.0037099452691728542,0.9038835377117673
2015-04-29,1133593.741127104,105358.66011037477,4283.405003786042,1023951.6760129433,0.09294216815772048,0.003778606786878656,0.9032792250554009
2015-04-30,1134327.7516979515,104819.32912926975,4304.453655974647,1025203.9689127071,0.09240656324626449,0.003794717752017792,0.9037987190017177
2015-05-04,1132143.1456370312,105654.73918243004,4325.192513689132,1022163.2139409119,0.093322774235391,0.003820358344576158,0.9028568674200328
2015-05-05,1127351.0126096194,101441.86211226982,4167.0678005811715,1021742.0826967683,0.08998249966303729,0.003696335705536062,0.9063211646314265
2015-05-06,1122382.7015430136,100481.7148873772,4107.937108490924,1017793.0495471454,0.08952535953132416,0.0036600146303426384,0.9068146258383332
2015-05-07,1122395.4893754644,98644.80865752105,4016.699825311341,1019733.9808926319,0.087887745087438,0.0035786849317671057,0.9085335699807948
2015-05-08,1128042.4069284732,100593.7341421677,4168.057108128723,1023280.6156781766,0.08917548979038174,0.0036949471779858453,0.9071295630316323
2015-05-11,1132755.3750118767,103509.54412001256,4349.455121531592,1024896.3757703325,0.09137855039436674,0.0038397126312342497,0.904781736974399
2015-05-12,1133933.8266368168,104764.90787110006,4444.72558651362,1024724.1931792032,0.09239067166893399,0.00391973983146479,0.9036895884996012
2015-05-13,1132875.4385389844,104125.318108547,4485.003689778607,1024265.1167406589,0.09191241558103905,0.003958955713227134,0.9041286287057338
2015-05-14,1134630.8964439551,103735.68116818482,4479.1417899560665,1026416.0734858143,0.09142680804242388,0.003947664217494991,0.9046255277400811
2015-05-15,1132900.357818261,101897.27742652224,4443.308655636418,1026559.7717361023,0.08994372428547553,0.003922064835598905,0.9061342108789255
2015-05-18,1132315.874476223,100963.1850843533,4524.985555344326,1026827.7038365254,0.08916521207569927,0.003996221953028306,0.9068385659712724
2015-05-19,1133893.973391162,104407.544143506,4637.422396423522,1024849.0068512325,0.09207875391669297,0.004089820128908772,0.9038314259543982
2015-05-20,1133461.4035839597,104930.52153212084,4714.9229995125515,1023815.9590523264,0.09257529299218722,0.004159756110445537,0.9032649508973674
2015-05-21,1134205.3823206977,106829.6590413307,4888.677341890589,1022487.0459374764,0.09418898967199973,0.004310222309021198,0.9015007880189791
2015-05-22,1137620.3246756394,109265.0547784959,4969.457846287989,1023385.8120508556,0.09604703116538445,0.004368292072932937,0.8995846767616827
2015-05-25,1140974.8756744808,112534.59301263283,5102.569744158659,1023337.7129176892,0.09863021124466799,0.004472114025422605,0.8968976747299093
2015-05-26,1143137.875399338,114728.67997260015,5272.056700780632,1023137.1387259574,0.100362941725224,0.004611916737461716,0.8950251415373144
2015-05-27,1141782.5931120561,114342.84742185229,5334.952337220945,1022104.7933529828,0.10014415013124177,0.004672476502448628,0.8951833733663095
2015-05-28,1134015.8013728694,106675.93081652225,5015.324672793364,1022324.5458835538,0.09406917495098177,0.004422623270964725,0.9015082017780535
2015-05-29,1128307.3030690064,106826.45055490437,5065.342505755132,1016415.5100083469,0.09467850670144155,0.004489328830875554,0.9008321644676829
2015-06-01,1128880.1008053757,112020.13892798271,5330.36122565624,1011529.6006517367,0.09923121051391047,0.004721813434264105,0.8960469760518254
2015-06-02,1132598.960029547,113911.15089322597,5532.680416337249,1013155.128719984,0.10057500926034249,0.00488494216540064,0.894540048574257
2015-06-03,1138218.754046964,113507.79150791306,5580.2448698765,1019130.7176691744,0.09972405664933336,0.004902611954016577,0.8953733313966501
2015-06-04,1139954.1252499693,114342.52780666227,5572.834304689304,1020038.7631386176,0.10030449934254085,0.004888647868586196,0.8948068527888728
2015-06-05,1144581.2732911538,115426.83799785284,5663.8609802221,1023490.5743130788,0.10084634502707877,0.004948413111754058,0.8942052418611671
2015-06-08,1148198.2454947922,118145.60174005428,5606.129245250696,1024446.5145094872,0.10289651826557344,0.004882544688817958,0.8922209370456086
2015-06-09,1145361.346210749,117344.81085146019,5597.40050201584,1022419.134857273,0.10245221845461903,0.004887017115195982,0.892660764430185
2015-06-10,1142924.3057845975,117160.57949842341,5696.155439072906,1020067.5708471013,0.10250948282878167,0.004983843120881566,0.8925066740503368
2015-06-11,1143398.9226305683,117104.92822316165,5776.573761561738,1020517.4206458448,0.10241826007124742,0.005052107053128777,0.8925296328756237
2015-06-12,1142876.6470434275,117734.36721236113,5867.849403568175,1019274.4304274981,0.103015813226156,0.005134280605652454,0.8918499061681915
2015-06-15,1136324.5234134106,115219.79659743952,5759.599317771149,1015345.1274982,0.1013969110262007,0.0050686218585425415,0.8935344671152569
2015-06-16,1132615.5854388038,111769.53978832919,5529.347815844611,1015316.69783463,0.09868267859392633,0.0048819280671494585,0.8964353933389243
2015-06-17,1132964.8698444604,113402.71630371627,5641.5161656368355,1013920.6373751074,0.10009376223579185,0.0049794272671590725,0.8949268104970491
2015-06-18,1128859.237353238,108806.39080921035,5453.896262516251,1014598.9502815114,0.09638614559625834,0.004831334219582277,0.8987825201841594
2015-06-19,1122740.9247056418,102329.5815899013,5075.793996324787,1015335.5491194158,0.09114264861836215,0.004520895145650409,0.9043364562359876
2015-06-23,1127915.1441890122,105618.55667178231,5106.020349572901,1017190.567167657,0.09364051650155263,0.004526954333292693,0.9018325291651547
2015-06-24,1132626.1717607428,107693.7500732695,5218.2047226733675,1019714.2169647999,0.09508322583244956,0.004607173004453288,0.9003096011630971
2015-06-25,1124251.9553360764,103862.54491441294,5034.471734388038,1015354.9386872754,0.09238369070335746,0.004478063578624657,0.9031382457180178
2015-06-26,1111786.3485206165,95690.32829291218,4613.645276582277,1011482.3749511221,0.08606899016186088,0.0041497588837292,0.90978125095441
2015-06-29,1109774.5428506401,92498.29032171721,4312.05589849737,1012964.1966304255,0.08334872242079008,0.0038855242501969266,0.912765753329013
2015-06-30,1115607.0911279307,98709.27302194957,4526.205530584445,1012371.6125753968,0.08848032054201978,0.004057168125391029,0.9074625113325893
2015-07-01,1112241.8161829591,93854.84968400311,4275.087121542089,1014111.8793774139,0.08438349315627995,0.003843666961033279,0.9117728398826868
2015-07-02,1106386.4503725902,90654.4931646283,3981.944397617948,1011750.0128103439,0.08193745786935405,0.0035990538353727814,0.914463488295273
2015-07-03,1102045.2512198703,85753.71126414849,3738.197635206561,1012553.3423205153,0.0778132396734403,0.0033920545740464777,0.9187947057525133
2015-07-06,1110999.7947637688,88239.02532400604,3677.4706146226304,1019083.2988251402,0.07942307977002665,0.0033100551700862993,0.9172668650598872
2015-07-07,1115982.0800170565,86682.48891729058,3437.3501708408457,1025862.2409289251,0.077673728341557,0.003080112335485091,0.919246159322958
2015-07-08,1115015.1066439932,80835.32162737474,3355.448428320221,1030824.3365882983,0.07249706407178229,0.003009330015643961,0.9244936059125738
2015-07-09,1118764.205773393,86012.17729503507,3504.853125039607,1029247.1753533182,0.0768814168804905,0.0031327898291282296,0.9199857932903812
2015-07-10,1117709.8747571001,90622.77404675813,3681.9323243291083,1023405.1683860128,0.08107897773243902,0.003294175355773128,0.9156268469117878
2015-07-13,1121619.816067616,92945.52636835059,3911.062654804433,1024763.2270444611,0.0828672291955543,0.003486977136795395,0.9136457936676504
2015-07-14,1118509.4810734661,90746.15637789632,3994.11798134186,1023769.2067142279,0.08113132513709637,0.0035709290345117043,0.9152977458283919
2015-07-15,1117489.614220028,87537.73527299942,3763.5055973351436,1026188.3733496935,0.07833427188860091,0.003367821543435059,0.9182979065679641
2015-07-16,1123674.302303707,88212.91382516007,3851.6619524471216,1031609.7265260998,0.07850398789427673,0.0034277387536144734,0.9180682733521088
2015-07-17,1134027.8053381147,91614.49199517207,4063.048863721325,1038350.2644792214,0.080786812778243,0.0035828476555827583,0.9156303395661743
2015-07-20,1132340.869515283,91815.67741959347,4124.94941316012,1036400.2426825294,0.08108483928421366,0.0036428513040652425,0.915272309411721
2015-07-21,1132120.939818518,91934.67053752927,4177.785890193288,1036008.4833907954,0.08120569746927093,0.0036902293237884975,0.9151040732069405
2015-07-22,1131555.8488560594,91739.4932319781,4228.491677542564,1035587.8639465388,0.08107376522751543,0.003736882878399096,0.9151893518940856
2015-07-23,1135021.175275491,93806.01705652164,4346.272084728835,1036868.8861342405,0.08264693126430275,0.003829243171321374,0.9135238255643758
2015-07-24,1129420.6962307848,92161.4099654867,4281.7690607193745,1032977.5172045787,0.08160060309949776,0.003791119708545204,0.914608277191957
2015-07-27,1121744.8399193378,84271.10301270153,3961.1373481455253,1033512.5995584907,0.07512501953542419,0.003531228499727587,0.9213437519648482
2015-07-28,1124132.1855806268,84102.56080667612,3887.7691621831736,1036141.8556117676,0.07481554383503058,0.003458462636380345,0.9217259935285892
2015-07-29,1130271.8740288161,86734.9709599251,4077.3212354545767,1039459.5818334364,0.07673814854010408,0.003607380957752317,0.9196544705021436
2015-07-30,1123271.7173997147,84197.88632437632,3964.387591874956,1035109.4434834635,0.07495771950823063,0.00352932200683571,0.9215129584849336
2015-07-31,1122440.8508362267,84226.26101206764,3927.0232388215345,1034287.5665853376,0.07503848505631139,0.0034986460408099663,0.9214628689028788
2015-08-03,1124659.0830462968,84502.94427949228,3832.059962860352,1036324.0788039443,0.07513649740915639,0.00340730806395186,0.9214561945268919
2015-08-04,1125469.93229843,87127.26771703619,4036.308758880808,1034306.355822513,0.07741412295138374,0.0035863319339308115,0.9189995451146854
2015-08-05,1125928.9787995957,85334.10142015187,3984.086996158408,1036610.7903832855,0.07578995036714523,0.00353848872457837,0.9206715609082764
2015-08-06,1127033.647339655,84560.63312487962,3960.043031136592,1038512.9711836389,0.07502937762726396,0.0035136866059715345,0.9214569357667646
2015-08-07,1129444.009792308,86217.76785222789,4072.508253220871,1039153.7336868593,0.07633646918724404,0.0036057637367697044,0.9200577670759862
2015-08-10,1133304.4004805628,90133.00290816542,4266.021627889168,1038905.3759445081,0.0795311505628547,0.003764232827544142,0.916704616609601
2015-08-11,1132265.848214114,89742.54673956725,4286.980592146987,1038236.3208823999,0.07925925424767975,0.003786196147228764,0.9169545496050915
2015-08-12,1130421.123829582,88627.13662614116,4236.672874898142,1037557.3143285428,0.07840187586542505,0.003747871289369896,0.9178502528452052
2015-08-13,1130741.8306507145,89936.60256979239,4337.3489324243465,1036467.8791484978,0.07953769828965827,0.003835843704418636,0.9166264580059232
2015-08-14,1130267.722612004,89894.15249337944,4383.502662414274,1035990.0674562104,0.07953350404949865,0.0038782870418383464,0.9165882089086631
2015-08-17,1127211.5550801854,89989.70997747991,4482.714478172696,1032739.1306245328,0.07983391367122598,0.003976817357815156,0.9161892689709589
2015-08-18,1117643.1879944731,84418.44703277413,4147.703294360937,1029077.0376673382,0.07553255631097855,0.003711115800565724,0.9207563278884557
2015-08-19,1119676.5889162486,85758.50546097237,4239.035720902765,1029679.0477343736,0.0765922109204581,0.003785946551767944,0.919621842527774
2015-08-20,1116662.6897885092,83007.02957176254,4090.906856671539,1029564.7533600751,0.07433491808299218,0.003663511724786236,0.9220015701922215
2015-08-21,1112905.3834671192,79213.19328518513,3869.016068765675,1029823.1741131685,0.07117693423173695,0.0034765004520979433,0.9253465653161652
2015-08-24,1107292.7706912614,72283.86077617698,3560.6748331653944,1031448.2350819191,0.06527980917914922,0.0032156579790027294,0.9315045328418481
2015-08-25,1103012.024270812,67150.69468701755,3293.97316681164,1032567.356416983,0.06087938590824525,0.002986343842433854,0.9361342702493209
2015-08-26,1103464.4017576938,66770.35315231027,3170.534816358541,1033523.513789025,0.0605097482491983,0.002873255187306666,0.9366169965634951
2015-08-27,1110204.2108266982,70741.38636533763,3281.088194870147,1036181.7362664904,0.06371925603908585,0.0029553915963144565,0.9333253523645997
2015-08-28,1114888.7884154627,73756.95018331925,3477.687718418572,1037654.150513725,0.06615632962651496,0.0031193135625314167,0.9307243568109538
